soldPrice,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,beds,baths,area,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus
"$709,000 ",709000,"5577 Apex Drive, Dublin, CA 94568",5577 Apex Drive,Dublin,CA,94568,2,2,1443,CONDO,RECENTLY_SOLD
"$585,000 ",585000,"3385 Dublin Blvd UNIT 104, Dublin, CA 94568",3385 Dublin Blvd UNIT 104,Dublin,CA,94568,2,2,965,CONDO,RECENTLY_SOLD
$1.40M,1398000,"7593 Russian River Ct, Dublin, CA 94568",7593 Russian River Ct,Dublin,CA,94568,4,4.5,3445,CONDO,RECENTLY_SOLD
"$944,000 ",944000,"7178 Carneros Ln, Dublin, CA 94568",7178 Carneros Ln,Dublin,CA,94568,4,3.5,2233,CONDO,RECENTLY_SOLD
"$860,000 ",860000,"4454 Chancery Ln, Dublin, CA 94568",4454 Chancery Ln,Dublin,CA,94568,3,2,2158,CONDO,RECENTLY_SOLD
$1.09M,1085500,"4332 Healdsburg Way, Dublin, CA 94568",4332 Healdsburg Way,Dublin,CA,94568,4,4,2906,CONDO,RECENTLY_SOLD
$1.04M,1036000,"4288 Healdsburg Way, Dublin, CA 94568",4288 Healdsburg Way,Dublin,CA,94568,4,3,2156,CONDO,RECENTLY_SOLD
"$690,000 ",690000,"5425 Demarcus Blvd #410, Dublin, CA 94568",5425 Demarcus Blvd #410,Dublin,CA,94568,1,1,950,CONDO,RECENTLY_SOLD
$1.55M,1546000,"4466 Pine Mountain Way, Dublin, CA 94568",4466 Pine Mountain Way,Dublin,CA,94568,5,5.5,4273,CONDO,RECENTLY_SOLD
"$670,000 ",670000,"3240 Maguire Way APT 200, Dublin, CA 94568",3240 Maguire Way APT 200,Dublin,CA,94568,3,2,1246,CONDO,RECENTLY_SOLD
"$700,000 ",700000,"7520 Silvertree Ln #33, Dublin, CA 94568",7520 Silvertree Ln #33,Dublin,CA,94568,3,2,1242,CONDO,RECENTLY_SOLD
"$926,500 ",926500,"4304 Healdsburg Way, Dublin, CA 94568",4304 Healdsburg Way,Dublin,CA,94568,3,2.5,1841,CONDO,RECENTLY_SOLD
$1.12M,1122000,"4300 Healdsburg Way, Dublin, CA 94568",4300 Healdsburg Way,Dublin,CA,94568,4,3,2508,CONDO,RECENTLY_SOLD
"$191,000 ",191000,"5501 Demarcus Blvd #133, Dublin, CA 94568",5501 Demarcus Blvd #133,Dublin,CA,94568,1,1,916,CONDO,RECENTLY_SOLD
"$500,000 ",500000,"5501 Demarcus Blvd #613, Dublin, CA 94568",5501 Demarcus Blvd #613,Dublin,CA,94568,1,1,1013,CONDO,RECENTLY_SOLD
$1.11M,1109500,"4391 Markleeville Rd, Dublin, CA 94568",4391 Markleeville Rd,Dublin,CA,94568,4,3,2215,CONDO,RECENTLY_SOLD
"$998,000 ",998000,"4277 Healdsburg Way, Dublin, CA 94568",4277 Healdsburg Way,Dublin,CA,94568,4,3,2156,CONDO,RECENTLY_SOLD
"$899,000 ",899000,"4271 Healdsburg Way, Dublin, CA 94568",4271 Healdsburg Way,Dublin,CA,94568,3,2.5,1841,CONDO,RECENTLY_SOLD
"$832,978 ",832978,"3492 Dublin, Dublin, CA 94568",3492 Dublin,Dublin,CA,94568,3,4,1766,CONDO,RECENTLY_SOLD
$1.21M,1212500,"4330 Trolan Ln, Dublin, CA 94568",4330 Trolan Ln,Dublin,CA,94568,4,4,3180,CONDO,RECENTLY_SOLD
"$400,000 ",400000,"7315 Starward Dr APT 57, Dublin, CA 94568",7315 Starward Dr APT 57,Dublin,CA,94568,2,1,742,CONDO,RECENTLY_SOLD
"$999,000 ",999000,"2616 Briceburg Way, Dublin, CA 94568",2616 Briceburg Way,Dublin,CA,94568,4,3.5,2095,CONDO,RECENTLY_SOLD
$1.05M,1051000,"7168 Carneros Ln, Dublin, CA 94568",7168 Carneros Ln,Dublin,CA,94568,4,3.5,2775,CONDO,RECENTLY_SOLD
$1.13M,1133500,"4265 Healdsburg Way, Dublin, CA 94568",4265 Healdsburg Way,Dublin,CA,94568,4,3,2508,CONDO,RECENTLY_SOLD
$1.28M,1280000,"2158 Carbondale Cir, Dublin, CA 94568",2158 Carbondale Cir,Dublin,CA,94568,3,3.5,2470,CONDO,RECENTLY_SOLD
$1.17M,1170900,"2156 Carbondale Cir, Dublin, CA 94568",2156 Carbondale Cir,Dublin,CA,94568,3,2.5,2212,CONDO,RECENTLY_SOLD
"$932,888 ",932888,"7162 Carneros Ln, Dublin, CA 94568",7162 Carneros Ln,Dublin,CA,94568,4,3.5,2210,CONDO,RECENTLY_SOLD
"$935,000 ",935000,"2620 Briceburg Way, Dublin, CA 94568",2620 Briceburg Way,Dublin,CA,94568,4,3.5,2042,CONDO,RECENTLY_SOLD
$1.07M,1068000,"7285 Carneros Ln, Dublin, CA 94568",7285 Carneros Ln,Dublin,CA,94568,3,2.5,1943,CONDO,RECENTLY_SOLD
"$615,000 ",615000,"7108 Cross Creek Cir APT A, Dublin, CA 94568",7108 Cross Creek Cir APT A,Dublin,CA,94568,3,2,1070,CONDO,RECENTLY_SOLD
"$740,000 ",740000,"4259 Fitzwilliam St, Dublin, CA 94568",4259 Fitzwilliam St,Dublin,CA,94568,2,2,1519,CONDO,RECENTLY_SOLD
"$625,000 ",625000,"7825 Tuscany Dr, Dublin, CA 94568",7825 Tuscany Dr,Dublin,CA,94568,2,2,1040,APARTMENT,RECENTLY_SOLD
"$317,000 ",317000,"3385 Dublin Blvd UNIT 306, Dublin, CA 94568",3385 Dublin Blvd UNIT 306,Dublin,CA,94568,1,1,840,CONDO,RECENTLY_SOLD
"$511,000 ",511000,"7319 Starward Dr APT 35, Dublin, CA 94568",7319 Starward Dr APT 35,Dublin,CA,94568,2,2,927,CONDO,RECENTLY_SOLD
"$757,500 ",757500,"Dougherty Rd, Dublin, CA 94568",Dougherty Rd,Dublin,CA,94568,,,,CONDO,RECENTLY_SOLD
"$662,500 ",662500,"7855 Canyon Meadow Cir APT B, Pleasanton, CA 94588",7855 Canyon Meadow Cir APT B,Pleasanton,CA,94588,2,2,1043,CONDO,RECENTLY_SOLD
"$500,000 ",500000,"2353 Foothill Rd APT 4, Pleasanton, CA 94588",2353 Foothill Rd APT 4,Pleasanton,CA,94588,2,1,810,CONDO,RECENTLY_SOLD
"$710,000 ",710000,"125 Ray St, Pleasanton, CA 94566",125 Ray St,Pleasanton,CA,94566,2,2,1262,CONDO,RECENTLY_SOLD
$1.35M,1351500,"2508 Corte Rivera, Pleasanton, CA 94566",2508 Corte Rivera,Pleasanton,CA,94566,4,2,1832,CONDO,RECENTLY_SOLD
"$580,000 ",580000,"3839 Vineyard Ave APT A, Pleasanton, CA 94566",3839 Vineyard Ave APT A,Pleasanton,CA,94566,3,2,1080,CONDO,RECENTLY_SOLD
"$512,000 ",512000,"7730 Canyon Meadow Cir APT F, Pleasanton, CA 94588",7730 Canyon Meadow Cir APT F,Pleasanton,CA,94588,1,1,790,CONDO,RECENTLY_SOLD
"$545,000 ",545000,"837 Division St, Pleasanton, CA 94566",837 Division St,Pleasanton,CA,94566,2,1,820,CONDO,RECENTLY_SOLD
"$410,000 ",410000,"823 Division St, Pleasanton, CA 94566",823 Division St,Pleasanton,CA,94566,1,1,600,CONDO,RECENTLY_SOLD
"$410,000 ",410000,"823 Division St, Pleasanton, CA 94566",823 Division St,Pleasanton,CA,94566,1,1,600,CONDO,RECENTLY_SOLD
"$209,000 ",209000,"3847 Vineyard Ave, Pleasanton, CA 94566",3847 Vineyard Ave,Pleasanton,CA,94566,3,2,1095,APARTMENT,RECENTLY_SOLD
"$418,000 ",418000,"3847 Vineyard Ave UNIT E, Pleasanton, CA 94566",3847 Vineyard Ave UNIT E,Pleasanton,CA,94566,1,1,610,CONDO,RECENTLY_SOLD
$1.42M,1415000,"4106 W Las Positas Blvd, Pleasanton, CA 94588",4106 W Las Positas Blvd,Pleasanton,CA,94588,3,2,1950,CONDO,RECENTLY_SOLD
"$588,000 ",588000,"3847 Vineyard Ave APT F, Pleasanton, CA 94566",3847 Vineyard Ave APT F,Pleasanton,CA,94566,3,2,1083,CONDO,RECENTLY_SOLD
"$885,000 ",885000,"1855 Crestline Rd, Pleasanton, CA 94566",1855 Crestline Rd,Pleasanton,CA,94566,2,2,1648,CONDO,RECENTLY_SOLD
"$686,000 ",686000,"7041 Koll Center Pkwy, Pleasanton, CA 94566",7041 Koll Center Pkwy,Pleasanton,CA,94566,,,,CONDO,RECENTLY_SOLD
"$598,000 ",598000,"135 Ray St, Pleasanton, CA 94566",135 Ray St,Pleasanton,CA,94566,2,2,1262,CONDO,RECENTLY_SOLD
$1.25M,1250000,"1990 Taboada Ln, Pleasanton, CA 94588",1990 Taboada Ln,Pleasanton,CA,94588,5,4,2144,CONDO,RECENTLY_SOLD
"$497,000 ",497000,"3399 Norton Way APT 2, Pleasanton, CA 94566",3399 Norton Way APT 2,Pleasanton,CA,94566,2,2,1029,CONDO,RECENTLY_SOLD
"$465,500 ",465500,"2158 Arroyo Ct, Pleasanton, CA 94588",2158 Arroyo Ct,Pleasanton,CA,94588,2,1,810,CONDO,RECENTLY_SOLD
"$465,300 ",465300,"2158 Arroyo Ct APT 4, Pleasanton, CA 94588",2158 Arroyo Ct APT 4,Pleasanton,CA,94588,2,1,810,CONDO,RECENTLY_SOLD
"$510,000 ",510000,"2305 Foothill Rd APT 4, Pleasanton, CA 94588",2305 Foothill Rd APT 4,Pleasanton,CA,94588,2,1,798,CONDO,RECENTLY_SOLD
"$510,000 ",510000,"2305 Foothill Rd, Pleasanton, CA 94588",2305 Foothill Rd,Pleasanton,CA,94588,2,1,798,CONDO,RECENTLY_SOLD
"$58,000 ",58000,"8110 Mountain View Dr APT A, Pleasanton, CA 94588",8110 Mountain View Dr APT A,Pleasanton,CA,94588,2,2,1043,APARTMENT,RECENTLY_SOLD
"$520,000 ",520000,"2170 Arroyo Ct, Pleasanton, CA 94588",2170 Arroyo Ct,Pleasanton,CA,94588,2,1,903,CONDO,RECENTLY_SOLD
"$399,000 ",399000,"3837 Vineyard Ave APT A, Pleasanton, CA 94566",3837 Vineyard Ave APT A,Pleasanton,CA,94566,1,1,617,CONDO,RECENTLY_SOLD
$1.62M,1625000,"4464 Pleasanton Ave, Pleasanton, CA 94566",4464 Pleasanton Ave,Pleasanton,CA,94566,2,1,720,APARTMENT,RECENTLY_SOLD
$1.40M,1400000,"3319 Newport St, Pleasanton, CA 94566",3319 Newport St,Pleasanton,CA,94566,2,2,2107,CONDO,RECENTLY_SOLD
"$800,000 ",800000,"3088 Tonopah Cir, Pleasanton, CA 94588",3088 Tonopah Cir,Pleasanton,CA,94588,4,3,1474,CONDO,RECENTLY_SOLD
"$665,000 ",665000,"8145 Mountain View Dr APT A, Pleasanton, CA 94588",8145 Mountain View Dr APT A,Pleasanton,CA,94588,3,2,1257,CONDO,RECENTLY_SOLD
"$710,000 ",710000,"7635 Canyon Meadow Cir UNIT B, Pleasanton, CA 94588",7635 Canyon Meadow Cir UNIT B,Pleasanton,CA,94588,3,2,1257,CONDO,RECENTLY_SOLD
"$530,000 ",530000,"3358 Smoketree Commons Dr, Pleasanton, CA 94566",3358 Smoketree Commons Dr,Pleasanton,CA,94566,2,2,938,CONDO,RECENTLY_SOLD
"$399,000 ",399000,"3837 Vineyard Ave #22, Pleasanton, CA 94566",3837 Vineyard Ave #22,Pleasanton,CA,94566,1,1,617,CONDO,RECENTLY_SOLD
$1.21M,1205000,"1974 Taboada Ln, Pleasanton, CA 94588",1974 Taboada Ln,Pleasanton,CA,94588,5,4,2144,CONDO,RECENTLY_SOLD
"$478,000 ",478000,"7690 Canyon Meadow Cir APT C, Pleasanton, CA 94588",7690 Canyon Meadow Cir APT C,Pleasanton,CA,94588,1,1,790,CONDO,RECENTLY_SOLD
"$655,000 ",655000,"245 Rachael Pl, Pleasanton, CA 94566",245 Rachael Pl,Pleasanton,CA,94566,2,2,937,CONDO,RECENTLY_SOLD
"$720,000 ",720000,"7765 Canyon Meadow Cir APT H, Pleasanton, CA 94588",7765 Canyon Meadow Cir APT H,Pleasanton,CA,94588,3,2,1257,CONDO,RECENTLY_SOLD
"$710,000 ",710000,"3683 Woodbine Way, Pleasanton, CA 94588",3683 Woodbine Way,Pleasanton,CA,94588,3,2,1242,CONDO,RECENTLY_SOLD
"$574,888 ",574888,"8145 Mountain View Dr APT C, Pleasanton, CA 94588",8145 Mountain View Dr APT C,Pleasanton,CA,94588,2,2,1043,CONDO,RECENTLY_SOLD
"$280,000 ",280000,"8035 Mountain View Dr APT A, Pleasanton, CA 94588",8035 Mountain View Dr APT A,Pleasanton,CA,94588,2,2,1043,CONDO,RECENTLY_SOLD
"$580,000 ",580000,"7580 Canyon Meadow Cir APT B, Pleasanton, CA 94588",7580 Canyon Meadow Cir APT B,Pleasanton,CA,94588,2,2,1043,CONDO,RECENTLY_SOLD
"$515,000 ",515000,"2353 Foothill Rd, Pleasanton, CA 94588",2353 Foothill Rd,Pleasanton,CA,94588,2,1,810,CONDO,RECENTLY_SOLD
"$488,000 ",488000,"8185 Arroyo Dr APT 4, Pleasanton, CA 94588",8185 Arroyo Dr APT 4,Pleasanton,CA,94588,2,1,810,CONDO,RECENTLY_SOLD
"$455,000 ",455000,"7855 Canyon Meadow Cir APT C, Pleasanton, CA 94588",7855 Canyon Meadow Cir APT C,Pleasanton,CA,94588,1,1,790,CONDO,RECENTLY_SOLD
"$563,000 ",563000,"3352 Smoketree Commons Dr, Pleasanton, CA 94566",3352 Smoketree Commons Dr,Pleasanton,CA,94566,2,2,856,CONDO,RECENTLY_SOLD
"$580,000 ",580000,"8055 Mountain View Dr APT E, Pleasanton, CA 94588",8055 Mountain View Dr APT E,Pleasanton,CA,94588,2,2,1043,CONDO,RECENTLY_SOLD
"$485,000 ",485000,"2288 Segundo Ct, Pleasanton, CA 94588",2288 Segundo Ct,Pleasanton,CA,94588,2,1,810,CONDO,RECENTLY_SOLD
"$485,000 ",485000,"2288 Segundo Ct APT 4, Pleasanton, CA 94588",2288 Segundo Ct APT 4,Pleasanton,CA,94588,2,1,810,CONDO,RECENTLY_SOLD
"$500,000 ",500000,"827 Division St, Pleasanton, CA 94566",827 Division St,Pleasanton,CA,94566,2,1,820,CONDO,RECENTLY_SOLD
"$575,000 ",575000,"7580 Canyon Meadow Cir APT A, Pleasanton, CA 94588",7580 Canyon Meadow Cir APT A,Pleasanton,CA,94588,2,2,1043,CONDO,RECENTLY_SOLD
"$500,000 ",500000,"827 Division St, Pleasanton, CA 94566",827 Division St,Pleasanton,CA,94566,2,1,862,CONDO,RECENTLY_SOLD
$2.24M,2238000,"2232 Cameron Cir, Pleasanton, CA 94588",2232 Cameron Cir,Pleasanton,CA,94588,4,3.5,3679,CONDO,RECENTLY_SOLD
"$625,000 ",625000,"691 Palomino Dr, Pleasanton, CA 94566",691 Palomino Dr,Pleasanton,CA,94566,2,2,1198,APARTMENT,RECENTLY_SOLD
"$480,000 ",480000,"7580 Canyon Meadow Cir APT E, Pleasanton, CA 94588",7580 Canyon Meadow Cir APT E,Pleasanton,CA,94588,1,1,790,CONDO,RECENTLY_SOLD
"$647,000 ",647000,"8055 Mountain View Dr APT A, Pleasanton, CA 94588",8055 Mountain View Dr APT A,Pleasanton,CA,94588,3,2,1257,CONDO,RECENTLY_SOLD
"$480,000 ",480000,"7580 Canyon Meadow Cir APT E, Pleasanton, CA 94588",7580 Canyon Meadow Cir APT E,Pleasanton,CA,94588,1,1,790,CONDO,RECENTLY_SOLD
"$455,000 ",455000,"2267 Segundo Ct, Pleasanton, CA 94588",2267 Segundo Ct,Pleasanton,CA,94588,2,1,810,CONDO,RECENTLY_SOLD
"$455,000 ",455000,"2267 Segundo Ct UNIT 4, Pleasanton, CA 94588",2267 Segundo Ct UNIT 4,Pleasanton,CA,94588,2,1,810,CONDO,RECENTLY_SOLD
"$488,000 ",488000,"8185 Arroyo Dr, Pleasanton, CA 94588",8185 Arroyo Dr,Pleasanton,CA,94588,2,1,810,CONDO,RECENTLY_SOLD
$2.65M,2650000,"2365 Silver Oaks Ln, Pleasanton, CA 94566",2365 Silver Oaks Ln,Pleasanton,CA,94566,4,4.5,4106,CONDO,RECENTLY_SOLD
"$490,000 ",490000,"7560 Canyon Meadow Cir APT D, Pleasanton, CA 94588",7560 Canyon Meadow Cir APT D,Pleasanton,CA,94588,1,1,790,CONDO,RECENTLY_SOLD
"$549,999 ",549999,"194 Peters Ave APT C, Pleasanton, CA 94566",194 Peters Ave APT C,Pleasanton,CA,94566,2,2,878,CONDO,RECENTLY_SOLD
"$575,000 ",575000,"8110 Mountain View Dr APT C, Pleasanton, CA 94588",8110 Mountain View Dr APT C,Pleasanton,CA,94588,2,2,1043,CONDO,RECENTLY_SOLD
"$495,000 ",495000,"8110 Arroyo Dr, Pleasanton, CA 94588",8110 Arroyo Dr,Pleasanton,CA,94588,2,1,903,CONDO,RECENTLY_SOLD
"$495,000 ",495000,"8110 Arroyo Dr APT 3, Pleasanton, CA 94588",8110 Arroyo Dr APT 3,Pleasanton,CA,94588,2,1,903,CONDO,RECENTLY_SOLD
"$920,000 ",920000,"7546 Homewood Ct, Pleasanton, CA 94588",7546 Homewood Ct,Pleasanton,CA,94588,3,3,1851,CONDO,RECENTLY_SOLD
"$610,000 ",610000,"8055 Mountain View Dr APT H, Pleasanton, CA 94588",8055 Mountain View Dr APT H,Pleasanton,CA,94588,3,2,1257,CONDO,RECENTLY_SOLD
"$545,000 ",545000,"3417 Smoketree Commons Dr, Pleasanton, CA 94566",3417 Smoketree Commons Dr,Pleasanton,CA,94566,2,2,856,CONDO,RECENTLY_SOLD
"$655,000 ",655000,"8055 Mountain View Dr APT B, Pleasanton, CA 94588",8055 Mountain View Dr APT B,Pleasanton,CA,94588,3,2,1257,CONDO,RECENTLY_SOLD
"$455,000 ",455000,"3847 Vineyard Ave APT I, Pleasanton, CA 94566",3847 Vineyard Ave APT I,Pleasanton,CA,94566,2,2,849,CONDO,RECENTLY_SOLD
"$455,000 ",455000,"3847 Vineyard Ave #29, Pleasanton, CA 94566",3847 Vineyard Ave #29,Pleasanton,CA,94566,2,2,849,CONDO,RECENTLY_SOLD
"$440,000 ",440000,"7710 Canyon Meadow Cir APT C, Pleasanton, CA 94588",7710 Canyon Meadow Cir APT C,Pleasanton,CA,94588,1,1,790,CONDO,RECENTLY_SOLD
"$853,000 ",853000,"5252 Dolores Dr #2, Pleasanton, CA 94566",5252 Dolores Dr #2,Pleasanton,CA,94566,3,3,1402,CONDO,RECENTLY_SOLD
"$406,500 ",406500,"819 Division St, Pleasanton, CA 94566",819 Division St,Pleasanton,CA,94566,1,1,600,CONDO,RECENTLY_SOLD
"$406,500 ",406500,"819 Division St, Pleasanton, CA 94566",819 Division St,Pleasanton,CA,94566,1,1,600,CONDO,RECENTLY_SOLD
"$128,000 ",128000,"8015 Mountain View Dr SUITE D, Pleasanton, CA 94588",8015 Mountain View Dr SUITE D,Pleasanton,CA,94588,1,1,790,CONDO,RECENTLY_SOLD
"$575,000 ",575000,"7815 Canyon Meadow Cir APT G, Pleasanton, CA 94588",7815 Canyon Meadow Cir APT G,Pleasanton,CA,94588,2,2,1043,CONDO,RECENTLY_SOLD
"$400,000 ",400000,"833 Division St, Pleasanton, CA 94566",833 Division St,Pleasanton,CA,94566,1,1,566,CONDO,RECENTLY_SOLD
"$465,000 ",465000,"3405 Norton Way APT 1, Pleasanton, CA 94566",3405 Norton Way APT 1,Pleasanton,CA,94566,2,2,914,CONDO,RECENTLY_SOLD
"$660,000 ",660000,"694 Peters Ave, Pleasanton, CA 94566",694 Peters Ave,Pleasanton,CA,94566,2,2,964,CONDO,RECENTLY_SOLD
"$493,000 ",493000,"843 Division St APT D, Pleasanton, CA 94566",843 Division St APT D,Pleasanton,CA,94566,2,1,948,CONDO,RECENTLY_SOLD
"$429,000 ",429000,"7730 Canyon Meadow Cir APT E, Pleasanton, CA 94588",7730 Canyon Meadow Cir APT E,Pleasanton,CA,94588,1,1,790,CONDO,RECENTLY_SOLD
"$429,000 ",429000,"7730 Canyon Meadow Cir APT E, Pleasanton, CA 94588",7730 Canyon Meadow Cir APT E,Pleasanton,CA,94588,1,1,790,CONDO,RECENTLY_SOLD
"$670,000 ",670000,"8020 Mountain View Dr APT B, Pleasanton, CA 94588",8020 Mountain View Dr APT B,Pleasanton,CA,94588,3,2,1257,CONDO,RECENTLY_SOLD
"$431,500 ",431500,"3374 Smoketree Commons Dr, Pleasanton, CA 94566",3374 Smoketree Commons Dr,Pleasanton,CA,94566,1,1,648,CONDO,RECENTLY_SOLD
"$458,000 ",458000,"8172 Arroyo Dr APT 4, Pleasanton, CA 94588",8172 Arroyo Dr APT 4,Pleasanton,CA,94588,2,1,810,CONDO,RECENTLY_SOLD
"$495,000 ",495000,"2207 Segundo Ct APT 2, Pleasanton, CA 94588",2207 Segundo Ct APT 2,Pleasanton,CA,94588,2,1,903,CONDO,RECENTLY_SOLD
"$495,000 ",495000,"2207 Segundo Ct, Pleasanton, CA 94588",2207 Segundo Ct,Pleasanton,CA,94588,2,1,903,CONDO,RECENTLY_SOLD
"$582,500 ",582500,"3438 Smoketree Commons Dr, Pleasanton, CA 94566",3438 Smoketree Commons Dr,Pleasanton,CA,94566,2,2,938,CONDO,RECENTLY_SOLD
"$540,000 ",540000,"4453 Comanche Way, Pleasanton, CA 94588",4453 Comanche Way,Pleasanton,CA,94588,2,1,884,CONDO,RECENTLY_SOLD
"$254,000 ",254000,"2122 Arroyo Ct, Pleasanton, CA 94588",2122 Arroyo Ct,Pleasanton,CA,94588,2,1,810,CONDO,RECENTLY_SOLD
"$655,000 ",655000,"115 Ray St, Pleasanton, CA 94566",115 Ray St,Pleasanton,CA,94566,3,2,1371,CONDO,RECENTLY_SOLD
"$508,000 ",508000,"2122 Arroyo Ct APT 4, Pleasanton, CA 94588",2122 Arroyo Ct APT 4,Pleasanton,CA,94588,2,1,810,CONDO,RECENTLY_SOLD
"$421,500 ",421500,"3843 Vineyard Ave #15, Pleasanton, CA 94566",3843 Vineyard Ave #15,Pleasanton,CA,94566,1,1,621,CONDO,RECENTLY_SOLD
"$499,000 ",499000,"8104 Ensenada Dr, Pleasanton, CA 94588",8104 Ensenada Dr,Pleasanton,CA,94588,2,1,903,CONDO,RECENTLY_SOLD
"$499,000 ",499000,"8104 Ensenada Dr APT 2, Pleasanton, CA 94588",8104 Ensenada Dr APT 2,Pleasanton,CA,94588,2,1,903,CONDO,RECENTLY_SOLD
"$850,000 ",850000,"926 Clinton Pl, Pleasanton, CA 94566",926 Clinton Pl,Pleasanton,CA,94566,3,2,1587,CONDO,RECENTLY_SOLD
$1.23M,1225000,"4763 Orangewood Ct, Pleasanton, CA 94588",4763 Orangewood Ct,Pleasanton,CA,94588,3,3,2500,CONDO,RECENTLY_SOLD
"$571,500 ",571500,"129 Ray St, Pleasanton, CA 94566",129 Ray St,Pleasanton,CA,94566,2,2,1262,CONDO,RECENTLY_SOLD
"$2,490 ",2490,"7855 Canyon Meadow Cir APT F, Pleasanton, CA 94588",7855 Canyon Meadow Cir APT F,Pleasanton,CA,94588,1,1,790,CONDO,RECENTLY_SOLD
"$540,000 ",540000,"3476 Smoketree Commons Dr, Pleasanton, CA 94566",3476 Smoketree Commons Dr,Pleasanton,CA,94566,2,2,856,CONDO,RECENTLY_SOLD
"$540,000 ",540000,"8015 Mountain View Dr SUITE G, Pleasanton, CA 94588",8015 Mountain View Dr SUITE G,Pleasanton,CA,94588,2,2,1043,CONDO,RECENTLY_SOLD
"$784,000 ",784000,"7825 Creekside Dr, Pleasanton, CA 94588",7825 Creekside Dr,Pleasanton,CA,94588,3,2.5,1614,CONDO,RECENTLY_SOLD
"$390,000 ",390000,"815 Division St, Pleasanton, CA 94566",815 Division St,Pleasanton,CA,94566,1,1,600,CONDO,RECENTLY_SOLD
"$390,000 ",390000,"815 Division St, Pleasanton, CA 94566",815 Division St,Pleasanton,CA,94566,1,1,600,CONDO,RECENTLY_SOLD
"$495,000 ",495000,"7580 Canyon Meadow Cir APT F, Pleasanton, CA 94588",7580 Canyon Meadow Cir APT F,Pleasanton,CA,94588,1,1,790,CONDO,RECENTLY_SOLD
$1.11M,1107000,"7706 Redbud Ct, Pleasanton, CA 94588",7706 Redbud Ct,Pleasanton,CA,94588,4,3,2523,CONDO,RECENTLY_SOLD
"$940,000 ",940000,"5324 Brookside Ct, Pleasanton, CA 94588",5324 Brookside Ct,Pleasanton,CA,94588,4,2,1928,CONDO,RECENTLY_SOLD
"$248,000 ",248000,"231 Rachael Pl, Pleasanton, CA 94566",231 Rachael Pl,Pleasanton,CA,94566,2,2,1000,CONDO,RECENTLY_SOLD
"$482,450 ",482450,"7855 Canyon Meadow Cir APT D, Pleasanton, CA 94588",7855 Canyon Meadow Cir APT D,Pleasanton,CA,94588,1,1,790,CONDO,RECENTLY_SOLD
"$380,000 ",380000,"3845 Vineyard Ave #H-34, Pleasanton, CA 94566",3845 Vineyard Ave #H-34,Pleasanton,CA,94566,1,1,622,CONDO,RECENTLY_SOLD
"$380,000 ",380000,"3845 Vineyard Ave #34, Pleasanton, CA 94566",3845 Vineyard Ave #34,Pleasanton,CA,94566,1,1,622,CONDO,RECENTLY_SOLD
"$380,000 ",380000,"3845 Vineyard Ave #34-H, Pleasanton, CA 94566",3845 Vineyard Ave #34-H,Pleasanton,CA,94566,1,1,622,CONDO,RECENTLY_SOLD
"$875,000 ",875000,"3474 Serra Cir, Pleasanton, CA 94588",3474 Serra Cir,Pleasanton,CA,94588,3,2,1633,CONDO,RECENTLY_SOLD
"$445,000 ",445000,"7880 Canyon Meadow Cir SUITE F, Pleasanton, CA 94588",7880 Canyon Meadow Cir SUITE F,Pleasanton,CA,94588,1,1,790,CONDO,RECENTLY_SOLD
"$565,000 ",565000,"8080 Mountain View Dr APT B, Pleasanton, CA 94588",8080 Mountain View Dr APT B,Pleasanton,CA,94588,2,2,1043,CONDO,RECENTLY_SOLD
"$351,000 ",351000,"4234 Fairlands Dr, Pleasanton, CA 94588",4234 Fairlands Dr,Pleasanton,CA,94588,4,2,2078,CONDO,RECENTLY_SOLD
"$405,000 ",405000,"3338 Smoketree Commons Dr, Pleasanton, CA 94566",3338 Smoketree Commons Dr,Pleasanton,CA,94566,1,1,648,CONDO,RECENTLY_SOLD
"$415,000 ",415000,"3466 Smoketree Commons Dr, Pleasanton, CA 94566",3466 Smoketree Commons Dr,Pleasanton,CA,94566,1,1,648,CONDO,RECENTLY_SOLD
"$500,000 ",500000,"8185 Mountain View Dr APT F, Pleasanton, CA 94588",8185 Mountain View Dr APT F,Pleasanton,CA,94588,1,1,790,CONDO,RECENTLY_SOLD
"$460,000 ",460000,"72 Peters Ave, Pleasanton, CA 94566",72 Peters Ave,Pleasanton,CA,94566,1,1,702,APARTMENT,RECENTLY_SOLD
"$340,000 ",340000,"4101 Cortina Ct, Pleasanton, CA 94588",4101 Cortina Ct,Pleasanton,CA,94588,2,2,1064,APARTMENT,RECENTLY_SOLD
"$665,000 ",665000,"7650 Canyon Meadow Cir APT G, Pleasanton, CA 94588",7650 Canyon Meadow Cir APT G,Pleasanton,CA,94588,3,2,1257,CONDO,RECENTLY_SOLD
"$505,000 ",505000,"2216 Segundo Ct APT 1, Pleasanton, CA 94588",2216 Segundo Ct APT 1,Pleasanton,CA,94588,2,1,810,CONDO,RECENTLY_SOLD
"$252,500 ",252500,"2216 Segundo Ct, Pleasanton, CA 94588",2216 Segundo Ct,Pleasanton,CA,94588,2,1,810,CONDO,RECENTLY_SOLD
"$473,000 ",473000,"2389 Foothill Rd APT 3, Pleasanton, CA 94588",2389 Foothill Rd APT 3,Pleasanton,CA,94588,2,1,903,CONDO,RECENTLY_SOLD
